timestamp_s,CH0,CH1
0.0,0,1
0.0002729,0,0
0.00077265,0,1
0.00127265,0,0
0.0017724,0,1
0.0022724,0,0
0.00277215,0,1
0.00327215,0,0
0.0037719,0,1
0.00427195,0,0
0.0047717,0,1
0.00527165,0,0
0.00577145,0,1
0.0062714,0,0
0.0067712,0,1
0.0072712,0,0
0.0077709,0,1
0.0082709,0,0
0.0087706,0,1
0.0092706,0,0
0.00977035,0,1
0.01027035,0,0
0.01077015,0,1
0.01127015,0,0
0.01176995,0,1
0.01226995,0,0
0.0127697,0,1
0.01326975,0,0
0.0137695,0,1
0.0142695,0,0
0.01476925,0,1
0.0152692,0,0
0.01576895,0,1
0.016269,0,0
0.0167688,0,1
0.0172688,0,0
0.01776865,0,1
0.0182687,0,0
0.01876845,0,1
0.0192685,0,0
0.0197683,0,1
0.0202683,0,0
0.0207681,0,1
0.02126815,0,0
0.02176795,0,1
0.022268,0,0
0.02276775,0,1
0.0232678,0,0
0.0237676,0,1
0.02426765,0,0
0.02476745,0,1
0.0252675,0,0
0.0257673,0,1
0.0262673,0,0
0.0267671,0,1
0.0272671,0,0
0.0277669,0,1
0.0282669,0,0
0.0287667,0,1
0.0292667,0,0
0.0297665,0,1
0.03026655,0,0
0.03076635,0,1
0.0312664,0,0
0.0317662,0,1
0.03226625,0,0
0.03276605,0,1
0.03326605,0,0
0.03376585,0,1
0.0342659,0,0
0.03476565,0,1
0.03526565,0,0
0.0357654,0,1
0.0362654,0,0
0.0367652,0,1
0.03726525,0,0
0.03776505,0,1
0.0382651,0,0
0.0387649,0,1
0.03926495,0,0
0.0397647,0,1
0.04026475,0,0
0.0407646,0,1
0.0412646,0,0
0.04176435,0,1
0.04226435,0,0
0.0427641,0,1
0.0432641,0,0
0.0437639,0,1
0.04426395,0,0
0.04476375,0,1
0.04526375,0,0
0.04576355,0,1
0.0462635,0,0
0.04676325,0,1
0.0472634,0,0
0.0477632,0,1
0.0482632,0,0
0.04876295,0,1
0.049263,0,0
0.0497627,0,1
0.0500004,1,1
0.0502627,1,0
0.05076245,1,1
0.0512624,1,0
0.05176225,1,1
0.0522623,1,0
0.0527619,1,1
0.05326175,1,0
0.0537615,1,1
0.05426155,1,0
0.05476125,1,1
0.0552614,1,0
0.05576115,1,1
0.0562611,1,0
0.05676075,1,1
0.0572608,1,0
0.05776055,1,1
0.05826055,1,0
0.05876025,1,1
0.05926025,1,0
0.05976005,1,1
0.0600595,0,1
0.0602602,0,0
0.06075995,0,1
0.06125995,0,0
0.0617597,0,1
0.0622597,0,0
0.06275975,0,1
0.0632595,0,0
0.0637593,0,1
0.0642593,0,0
0.0647591,0,1
0.065259,0,0
0.06575875,0,1
0.0662588,0,0
0.06675855,0,1
0.0672587,0,0
0.06775835,0,1
0.06825835,0,0
0.0687581,0,1
0.0692581,0,0
0.06975785,0,1
0.07025785,0,0
0.0707576,0,1
0.07125765,0,0
0.07175745,0,1
0.07225755,0,0
0.0727573,0,1
0.07325735,0,0
0.07375715,0,1
0.0742572,0,0
0.074757,0,1
0.075257,0,0
0.07575675,0,1
0.0762568,0,0
0.0767566,0,1
0.07725665,0,0
0.07775645,0,1
0.07825645,0,0
0.07875625,0,1
0.0792563,0,0
0.0797561,0,1
0.0802561,0,0
0.0807559,0,1
0.08125595,0,0
0.0817557,0,1
0.0822557,0,0
0.0827555,0,1
0.0832555,0,0
0.08375525,0,1
0.08425525,0,0
0.08475505,0,1
0.08525505,0,0
0.0857548,0,1
0.08625485,0,0
0.08675465,0,1
0.0872547,0,0
0.0877545,0,1
0.0882545,0,0
0.0887543,0,1
0.08925435,0,0
0.0897541,0,1
0.09025415,0,0
0.09075395,0,1
0.091254,0,0
0.0917538,0,1
0.09225385,0,0
0.0927536,0,1
0.09325365,0,0
0.0937534,0,1
0.09425345,0,0
0.0947533,0,1
0.0952533,0,0
0.0957531,0,1
0.0962531,0,0
0.09675295,0,1
0.09725295,0,0
0.0977528,0,1
0.09825285,0,0
0.09875265,0,1
0.09925265,0,0
0.09975245,0,1
0.10025255,0,0
0.10075235,0,1
0.1012524,0,0
0.1017522,0,1
0.10225225,0,0
0.10275205,0,1
0.10325205,0,0
0.10375175,0,1
0.1042518,0,0
0.10475155,0,1
0.1052515,0,0
0.1057513,0,1
0.10625125,0,0
0.106751,0,1
0.107251,0,0
0.10775075,0,1
0.10825075,0,0
0.10875055,0,1
0.10925055,0,0
0.10975035,0,1
0.11025035,0,0
0.1107502,0,1
0.11125025,0,0
0.11175005,0,1
0.1122501,0,0
0.1127499,0,1
0.11324995,0,0
0.11374975,0,1
0.1142498,0,0
0.11474955,0,1
0.1152496,0,0
0.11574935,0,1
0.1162494,0,0
0.1167491,0,1
0.1172491,0,0
0.1177488,0,1
0.1182488,0,0
0.11874855,0,1
0.1192485,0,0
0.1197482,0,1
0.12024815,0,0
0.1207479,0,1
0.1212479,0,0
0.12174765,0,1
0.1222476,0,0
0.1227473,0,1
0.1232473,0,0
0.123747,0,1
0.12424695,0,0
0.12474665,0,1
0.1252467,0,0
0.1257465,0,1
0.1262465,0,0
0.12674625,0,1
0.12724625,0,0
0.12774605,0,1
0.128246,0,0
0.1287458,0,1
0.1292458,0,0
0.1297456,0,1
0.1302456,0,0
0.1307454,0,1
0.13124545,0,0
0.13174525,0,1
0.13224525,0,0
0.132745,0,1
0.133245,0,0
0.13374485,0,1
0.13424485,0,0
0.1347446,0,1
0.1352446,0,0
